# FILENAME=Skynet_59472_ngc628_group2_62098_10938.A.onoff.cal.txt
# BASENAME=Skynet_59472_ngc628_group2_62098_10938
# CONTROL=SKYNET
# PROJCODE=Skynet_59472_ngc628_group2_62098
# DATAROOT=/raid/scratch/cyborg/SkynetData
# DATADIR=/raid/scratch/cyborg
# DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_59472_ngc628_group2_6209
# SCANNAME=2019_06_26_10
# SRC_NAME=ngc628_group2
# OBSERVER=sdss2_39397
# DATE_OBS=2021-09-15T04:30:58.120
# OBSID=62098
# SCANNUM=10938
# MJD=59472.1881727
# UTC=16258
# SCANTYPE=onoff
# DATAMODE=HIRES
# RECEIVER=Rx1_2
# OBSFREQ=1417.3000
# Actual_FREQ1=1663.0000,
# Actual_FREQ2=1413.0000
# LO1Tuning=6988.0000
# RFFILTER=1300_1800
# OBSBW=-15.6250
# EFFBANDW=15.6250
# NCHAN=1024
# STARTCHAN=51
# STOPCHAN=972
# TINT=0.3000
# TBIN=0.00419430
# ACCLEN=2048
# DURATION=408.90
# EXPOSURE=388.75
# FOCUS=37.071
# RA,DEC=01:36:56.09, 15:47:00.32
# RA(deg)=25.73136
# DEC(deg)=15.78341
# WIDTH(deg)=3.0245x0.0172
# AZIM(deg)=108.3704
# ELEV(deg)=46.1033
# COORDREF=RA_DEC_
# HREF=24.1737
# VREF=15.7834
# RADESYS=FK5
# OFFSYS=RADEC
# EQUINOX=2000.00
# IFATTENS=29.00, 13.00
# BALANCELEV=1.200
# POWER_XLYR=[0.11, 0.13]
# VELDEF=RADI-OBS
# VELOCITY=0.000
# NPOL=2
# POLMODE=Linear
# POLTYPE=XXYY
# WARNING=None
# NOISECAL=HI
# PRECAL=2
# POSTCAL=2
# CRYOTEMP=17
# BOXTEMP=24
# TSYS=XX1:102.31, YY1:113.57
# TSYS=XX2:139.74, YY2:156.84
# TCAL=XX1:9.43, YY1:11.86
# TCAL=XX2:9.17, YY2:10.07
# Calibrated spectra: Tsys*(ON-OFF)/OFF
# 
# 
# Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2
col1 col2 col3
1419.01196 0.5667 0.1324
1418.9967 0.5292 0.2431
1418.98145 0.3752 0.218
1418.96619 0.5606 0.1425
1418.95093 0.5959 0.3755
1418.93567 0.2978 0.1181
1418.92041 0.6078 0.1923
1418.90515 0.3267 0.1215
1418.88989 0.4305 0.1345
1418.87463 0.3889 0.3514
1418.85938 0.4119 0.3263
1418.84412 0.5419 0.1878
1418.82886 0.2481 0.2544
1418.8136 0.3056 0.2342
1418.79834 0.3224 0.2229
1418.78308 0.2986 0.2538
1418.76782 0.3584 0.2867
1418.75256 0.0903 0.4556
1418.7373 0.2212 0.2488
1418.72205 0.2292 0.3709
1418.70679 0.3263 0.3589
1418.69153 0.3753 0.5312
1418.67627 0.3137 0.356
1418.66101 0.2518 0.2284
1418.64575 0.3793 0.2796
1418.63049 0.2342 0.0677
1418.61523 0.4168 0.3083
1418.59998 0.3131 0.3117
1418.58472 0.2877 0.1946
1418.56946 0.2951 0.3809
1418.5542 0.541 0.2773
1418.53894 0.3113 0.5278
1418.52368 0.2804 0.719
1418.50842 0.4171 0.1364
1418.49316 0.2062 0.4221
1418.47791 0.2602 0.3711
1418.46265 0.3212 0.7341
1418.44739 0.0822 0.2698
1418.43213 0.4047 0.3015
1418.41687 0.2437 0.5424
1418.40161 0.2619 0.3538
1418.38635 0.5458 0.3625
1418.37109 0.3929 0.5238
1418.35583 0.2257 0.2944
1418.34058 0.4006 0.4427
1418.32532 0.1535 0.4185
1418.31006 0.3027 0.539
1418.2948 0.0499 0.3981
1418.27954 0.193 0.645
1418.26428 0.2106 0.6714
1418.24902 0.2164 0.5403
1418.23376 0.3851 0.355
1418.21851 0.1903 0.6431
1418.20325 0.3917 0.5524
1418.18799 0.3373 0.5637
1418.17273 0.259 0.6469
1418.15747 0.3908 0.6769
1418.14221 0.1147 0.1846
1418.12695 0.2576 0.5509
1418.11169 0.2207 0.5237
1418.09644 0.2775 0.2805
1418.08118 0.2798 0.3069
1418.06592 0.1458 0.4289
1418.05066 -0.0263 0.6501
1418.0354 -0.0471 0.4296
1418.02014 0.1224 0.4665
1418.00488 0.191 0.5162
1417.98962 0.173 0.5711
1417.97437 0.215 0.5737
1417.95911 0.1481 0.6159
1417.94385 0.1286 0.5146
1417.92859 0.5036 0.6899
1417.91333 -0.0163 0.6791
1417.89807 0.2289 0.3667
1417.88281 0.2721 0.7574
1417.86755 0.2244 0.7201
1417.85229 0.0493 0.7055
1417.83704 0.1577 0.7549
1417.82178 0.1356 0.6117
1417.80652 -0.0365 0.7577
1417.79126 0.3359 0.7408
1417.776 0.2655 0.8245
1417.76074 0.1792 0.6856
1417.74548 0.262 0.7042
1417.73022 0.1851 0.6716
1417.71497 0.0018 0.7012
1417.69971 0.3184 0.9524
1417.68445 0.3176 0.7388
1417.66919 0.2087 0.8637
1417.65393 0.2933 0.5492
1417.63867 0.1817 0.8655
1417.62341 0.1743 0.8693
1417.60815 0.1825 0.8982
1417.5929 0.1511 1.2036
1417.57764 0.4901 0.9802
1417.56238 0.4773 1.1809
1417.54712 0.4365 1.3105
1417.53186 0.8488 1.6271
1417.5166 1.1314 1.6581
1417.50134 1.0472 1.9916
1417.48608 1.4851 2.3892
1417.47083 1.8441 2.6799
1417.45557 1.7754 2.8982
1417.44031 1.7622 3.1901
1417.42505 2.0099 3.4336
1417.40979 2.2005 3.4437
1417.39453 2.2865 3.3085
1417.37927 2.1499 3.2887
1417.36401 1.9772 3.2066
1417.34875 2.0765 3.1653
1417.3335 1.8903 3.008
1417.31824 1.83 2.8641
1417.30298 1.7665 2.6395
1417.28772 1.4071 2.6329
1417.27246 1.2556 2.5172
1417.2572 1.1378 2.0307
1417.24194 0.8613 1.8079
1417.22668 0.8142 1.7324
1417.21143 0.6679 1.4775
1417.19617 0.5925 1.2955
1417.18091 0.4622 1.3414
1417.16565 0.4576 1.2343
1417.15039 0.044 0.9548
1417.13513 0.2379 1.2052
1417.11987 0.3712 0.9296
1417.10461 0.0548 1.0466
1417.08936 0.1675 0.961
1417.0741 0.1862 0.9956
1417.05884 0.1049 0.6669
1417.04358 0.125 1.0862
1417.02832 0.0402 0.8899
1417.01306 0.0541 1.023
1416.9978 0.0552 0.9125
1416.98254 0.2291 1.1676
1416.96729 0.013 0.9132
1416.95203 0.0621 0.8947
1416.93677 0.0764 1.0329
1416.92151 0.1733 0.9869
1416.90625 0.2154 1.1537
1416.89099 0.1412 1.0032
1416.87573 0.0308 0.8544
1416.86047 0.0974 1.0144
1416.84521 0.1866 0.8813
1416.82996 0.0257 0.8741
1416.8147 -0.1152 1.0727
1416.79944 0.1061 0.8185
1416.78418 0.0947 1.0259
1416.76892 0.1241 0.985
1416.75366 0.1516 0.9335
1416.7384 0.2386 1.0584
1416.72314 0.0692 1.1212
1416.70789 0.0677 1.119
1416.69263 0.1365 0.9119
1416.67737 0.1729 1.1116
1416.66211 0.1565 1.2286
1416.64685 0.0289 1.0555
1416.63159 0.0483 1.1756
1416.61633 0.1719 1.3114
1416.60107 0.1285 0.9069
1416.58582 0.1018 0.9542
1416.57056 0.0123 0.8299
1416.5553 0.096 1.0284
1416.54004 0.0747 0.796
1416.52478 0.0129 1.1329
1416.50952 0.2372 0.9612
1416.49426 0.1954 0.9836
1416.479 0.1992 0.9888
1416.46375 0.2101 0.9934
1416.44849 0.1273 0.7967
1416.43323 0.0305 1.0097
1416.41797 -0.0526 0.843
1416.40271 0.0974 0.9802
1416.38745 0.0383 0.8681
1416.37219 0.1662 1.09
1416.35693 -0.0301 0.7257
1416.34167 -0.0009 0.9896
1416.32642 0.0402 0.8718
1416.31116 0.1236 1.0331
1416.2959 0.2416 1.0851
1416.28064 0.1946 1.1329
1416.26538 0.0753 1.0839
1416.25012 -0.0222 0.884
1416.23486 0.148 1.1041
1416.2196 0.1372 1.0243
1416.20435 0.2882 1.0215
1416.18909 0.1454 1.0938
1416.17383 0.0916 1.0907
1416.15857 0.1443 0.9815
1416.14331 -0.0504 1.0246
1416.12805 0.1093 0.9109
1416.11279 0.2131 0.9392
1416.09753 0.1466 1.0992
1416.08228 0.1205 1.0097
1416.06702 0.0344 0.8408
1416.05176 0.1663 1.1701
1416.0365 0.273 1.1497
1416.02124 0.0365 1.0318
1416.00598 0.1712 1.02
1415.99072 0.4245 0.97
1415.97546 0.2501 0.9168
1415.96021 0.2221 1.1441
1415.94495 0.2332 1.098
1415.92969 0.227 0.9545
1415.91443 0.2385 1.0477
1415.89917 0.1997 1.0636
1415.88391 0.1043 0.9911
1415.86865 0.1051 1.1113
1415.85339 0.1075 1.2341
1415.83813 0.144 0.9436
1415.82288 0.1903 0.7892
1415.80762 0.2178 1.1931
1415.79236 0.1916 1.1952
1415.7771 -0.0158 0.9681
1415.76184 0.247 1.1829
1415.74658 0.3221 0.9271
1415.73132 0.2547 1.0214
1415.71606 -0.0226 1.0911
1415.70081 0.2158 1.139
1415.68555 0.1863 0.9548
1415.67029 0.2723 1.0107
1415.65503 0.3475 1.0813
1415.63977 0.4121 1.2791
1415.62451 0.2602 1.2593
1415.60925 0.2426 1.2009
1415.59399 0.3689 0.8064
1415.57874 0.1945 1.0277
1415.56348 0.1381 1.1154
1415.54822 0.3147 1.2601
1415.53296 0.2508 1.1686
1415.5177 0.2663 1.1801
1415.50244 0.2045 0.9221
1415.48718 0.2831 1.1174
1415.47192 0.2659 1.0116
1415.45667 0.2239 0.9418
1415.44141 0.385 1.2461
1415.42615 0.4308 0.9527
1415.41089 0.3546 1.1626
1415.39563 0.4109 1.1682
1415.38037 0.4713 0.884
1415.36511 0.3711 1.0522
1415.34985 0.172 0.8464
1415.33459 0.38 0.818
1415.31934 0.2942 0.939
1415.30408 0.3361 1.2028
1415.28882 0.3523 1.1927
1415.27356 0.2683 1.2658
1415.2583 0.3661 1.1115
1415.24304 0.3414 1.0555
1415.22778 0.2751 1.0869
1415.21252 0.239 1.0479
1415.19727 0.3709 0.9759
1415.18201 0.3798 1.0083
1415.16675 0.3259 0.984
1415.15149 0.418 1.1031
1415.13623 0.2822 0.9487
1415.12097 0.2867 1.1964
1415.10571 0.1742 0.9893
1415.09045 0.3453 1.0201
1415.0752 0.456 0.9644
1415.05994 0.3676 0.999
1415.04468 0.2271 1.1955
1415.02942 0.4397 1.3058
1415.01416 0.3154 1.2157
1414.9989 0.3239 0.9375
1414.98364 0.1977 1.202
1414.96838 0.3265 0.9985
1414.95312 0.4156 0.8685
1414.93787 0.2102 1.0874
1414.92261 0.4951 0.9369
1414.90735 0.3113 1.0834
1414.89209 0.4207 1.2653
1414.87683 0.4001 1.0181
1414.86157 0.3202 1.1093
1414.84631 0.4273 1.3185
1414.83105 0.2416 0.6696
1414.8158 0.4553 1.0129
1414.80054 0.4313 1.0719
1414.78528 0.4595 0.9667
1414.77002 0.3743 0.9859
1414.75476 0.5689 1.1339
1414.7395 0.4682 0.8821
1414.72424 0.5389 1.1171
1414.70898 0.5741 0.9185
1414.69373 0.4713 0.9604
1414.67847 0.6069 1.0791
1414.66321 0.5854 0.8947
1414.64795 0.5247 0.8203
1414.63269 0.4191 0.959
1414.61743 0.5811 1.0597
1414.60217 0.4708 0.966
1414.58691 0.4427 1.1638
1414.57166 0.3645 1.0413
1414.5564 0.411 1.1133
1414.54114 0.5935 0.8722
1414.52588 0.4168 1.1963
1414.51062 0.4665 0.6774
1414.49536 0.4375 0.9891
1414.4801 0.6289 1.2584
1414.46484 0.4298 0.9119
1414.44958 0.5973 0.8044
1414.43433 0.6101 0.759
1414.41907 0.3964 0.9047
1414.40381 0.4589 0.9973
1414.38855 0.506 0.794
1414.37329 0.5309 0.9129
1414.35803 0.5261 0.9586
1414.34277 0.4717 1.1189
1414.32751 0.6015 0.9365
1414.31226 0.4882 0.9858
