#     FILENAME=Skynet_59002_M31_10kpcRadiusB_45049_54638.A.onoff.cal.txt
#     BASENAME=Skynet_59002_M31_10kpcRadiusB_45049_54638
#      CONTROL=SKYNET
#     PROJCODE=Skynet_59002_M31_10kpcRadiusB_45049
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_59002_M31_10kpcRadiusB_4
#     SCANNAME=2018_05_24_20
#     SRC_NAME=M31_10kpcRadiusB
#     OBSERVER=unioncollege_21317
#     DATE_OBS=2020-06-02T07:58:50.590
#        OBSID=45049
#      SCANNUM=54638
#          MJD=59002.33253
#          UTC=28731
#     SCANTYPE=onoff
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1423.0000,
# Actual_FREQ2=1423.0000
#    LO1Tuning=6873.0000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.3000
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=168.00
#     EXPOSURE=126.88
#        FOCUS=37.071
#       RA,DEC=00:40:36.72, 40:41:18.73
#      RA(deg)=8.76874
#     DEC(deg)=40.68835
#   WIDTH(deg)=2.0882x0.0238
#    AZIM(deg)=60.4500
#    ELEV(deg)=32.1444
#     COORDREF=RA_DEC_
#         HREF=10.0813
#         VREF=40.6884
#      RADESYS=FK5
#       OFFSYS=RADEC
#      EQUINOX=2000.00
#     IFATTENS=21.00, 6.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.25, 1.33] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=14 
#      BOXTEMP=25 
#         TSYS=XX1:37.54, YY1:37.67
#         TSYS=XX2:37.53, YY2:37.68
#         TCAL=XX1:9.18, YY1:10.14
#         TCAL=XX2:9.18, YY2:10.14
# Calibrated spectra: Tsys*(ON-OFF)/OFF 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1430.03430       0.3583       0.4496    1430.03430       0.3582       0.4496
   1430.01904       0.4702       0.4881    1430.01904       0.4702       0.4882
   1430.00378       0.4004       0.5868    1430.00378       0.4003       0.5869
   1429.98853       0.4612       0.5166    1429.98853       0.4611       0.5167
   1429.97327       0.4761       0.5230    1429.97327       0.4760       0.5231
   1429.95801       0.4121       0.5157    1429.95801       0.4120       0.5158
   1429.94275       0.3394       0.5893    1429.94275       0.3394       0.5894
   1429.92749       0.4156       0.4023    1429.92749       0.4155       0.4024
   1429.91223       0.5051       0.5778    1429.91223       0.5050       0.5779
   1429.89697       0.5146       0.4949    1429.89697       0.5145       0.4950
   1429.88171       0.4976       0.4560    1429.88171       0.4975       0.4561
   1429.86646       0.5189       0.6961    1429.86646       0.5188       0.6962
   1429.85120       0.3621       0.5645    1429.85120       0.3621       0.5646
   1429.83594       0.5326       0.5735    1429.83594       0.5325       0.5736
   1429.82068       0.4332       0.4532    1429.82068       0.4331       0.4533
   1429.80542       0.5311       0.5080    1429.80542       0.5310       0.5081
   1429.79016       0.4240       0.5744    1429.79016       0.4239       0.5745
   1429.77490       0.3791       0.4322    1429.77490       0.3790       0.4323
   1429.75964       0.5572       0.4177    1429.75964       0.5571       0.4177
   1429.74438       0.4086       0.6391    1429.74438       0.4085       0.6392
   1429.72913       0.3006       0.4986    1429.72913       0.3005       0.4987
   1429.71387       0.4652       0.5453    1429.71387       0.4651       0.5454
   1429.69861       0.5258       0.4998    1429.69861       0.5257       0.4998
   1429.68335       0.4373       0.5121    1429.68335       0.4372       0.5122
   1429.66809       0.5043       0.5799    1429.66809       0.5042       0.5800
   1429.65283       0.4541       0.5230    1429.65283       0.4540       0.5230
   1429.63757       0.4435       0.5509    1429.63757       0.4434       0.5510
   1429.62231       0.4772       0.4984    1429.62231       0.4771       0.4985
   1429.60706       0.4411       0.4590    1429.60706       0.4410       0.4590
   1429.59180       0.5181       0.4772    1429.59180       0.5180       0.4773
   1429.57654       0.4042       0.5716    1429.57654       0.4041       0.5717
   1429.56128       0.4743       0.5301    1429.56128       0.4742       0.5302
   1429.54602       0.3667       0.5369    1429.54602       0.3666       0.5370
   1429.53076       0.3959       0.4841    1429.53076       0.3959       0.4841
   1429.51550       0.4487       0.4913    1429.51550       0.4486       0.4914
   1429.50024       0.4618       0.4869    1429.50024       0.4617       0.4870
   1429.48499       0.3288       0.4673    1429.48499       0.3288       0.4673
   1429.46973       0.5013       0.5553    1429.46973       0.5012       0.5554
   1429.45447       0.5273       0.4901    1429.45447       0.5272       0.4902
   1429.43921       0.5491       0.4953    1429.43921       0.5490       0.4954
   1429.42395       0.3671       0.5070    1429.42395       0.3671       0.5070
   1429.40869       0.3911       0.4593    1429.40869       0.3911       0.4593
   1429.39343       0.4221       0.5215    1429.39343       0.4220       0.5216
   1429.37817       0.4014       0.5858    1429.37817       0.4014       0.5859
   1429.36292       0.4495       0.4709    1429.36292       0.4494       0.4710
   1429.34766       0.3701       0.5262    1429.34766       0.3700       0.5263
   1429.33240       0.5215       0.5904    1429.33240       0.5214       0.5905
   1429.31714       0.4809       0.4562    1429.31714       0.4808       0.4563
   1429.30188       0.3953       0.4059    1429.30188       0.3952       0.4060
   1429.28662       0.4336       0.5130    1429.28662       0.4335       0.5130
