#     FILENAME=Skynet_59002_M31_15kpcRadiusB_45048_54637.A.onoff.cal.txt
#     BASENAME=Skynet_59002_M31_15kpcRadiusB_45048_54637
#      CONTROL=SKYNET
#     PROJCODE=Skynet_59002_M31_15kpcRadiusB_45048
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_59002_M31_15kpcRadiusB_4
#     SCANNAME=2018_05_24_20
#     SRC_NAME=M31_15kpcRadiusB
#     OBSERVER=unioncollege_21317
#     DATE_OBS=2020-06-02T07:55:30.510
#        OBSID=45048
#      SCANNUM=54637
#          MJD=59002.3302142
#          UTC=28531
#     SCANTYPE=onoff
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1423.0000,
# Actual_FREQ2=1423.0000
#    LO1Tuning=6873.0000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.3000
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=168.30
#     EXPOSURE=125.08
#        FOCUS=37.071
#       RA,DEC=00:39:24.13, 40:23:54.81
#      RA(deg)=8.46624
#     DEC(deg)=40.39817
#   WIDTH(deg)=2.0311x0.0224
#    AZIM(deg)=60.5557
#    ELEV(deg)=31.6569
#     COORDREF=RA_DEC_
#         HREF=9.7797
#         VREF=40.3982
#      RADESYS=FK5
#       OFFSYS=RADEC
#      EQUINOX=2000.00
#     IFATTENS=21.00, 5.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.26, 1.05] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=14 
#      BOXTEMP=23 
#         TSYS=XX1:37.60, YY1:37.83
#         TSYS=XX2:37.60, YY2:37.82
#         TCAL=XX1:9.18, YY1:10.14
#         TCAL=XX2:9.18, YY2:10.14
# Calibrated spectra: Tsys*(ON-OFF)/OFF 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1430.03430       0.3974       0.4720    1430.03430       0.3974       0.4719
   1430.01904       0.3638       0.4192    1430.01904       0.3638       0.4191
   1430.00378       0.3555       0.5449    1430.00378       0.3555       0.5448
   1429.98853       0.4458       0.4913    1429.98853       0.4457       0.4913
   1429.97327       0.3349       0.3640    1429.97327       0.3349       0.3640
   1429.95801       0.3684       0.4978    1429.95801       0.3684       0.4977
   1429.94275       0.4528       0.4782    1429.94275       0.4528       0.4781
   1429.92749       0.3374       0.4680    1429.92749       0.3374       0.4679
   1429.91223       0.3655       0.4961    1429.91223       0.3655       0.4961
   1429.89697       0.3248       0.5289    1429.89697       0.3248       0.5289
   1429.88171       0.2814       0.3935    1429.88171       0.2814       0.3934
   1429.86646       0.3923       0.5588    1429.86646       0.3923       0.5588
   1429.85120       0.3962       0.4569    1429.85120       0.3962       0.4568
   1429.83594       0.2785       0.4918    1429.83594       0.2785       0.4917
   1429.82068       0.3306       0.4700    1429.82068       0.3306       0.4700
   1429.80542       0.4241       0.5605    1429.80542       0.4241       0.5604
   1429.79016       0.3862       0.3303    1429.79016       0.3862       0.3302
   1429.77490       0.4571       0.4809    1429.77490       0.4571       0.4809
   1429.75964       0.4222       0.5705    1429.75964       0.4222       0.5704
   1429.74438       0.3306       0.5655    1429.74438       0.3306       0.5654
   1429.72913       0.3048       0.5437    1429.72913       0.3048       0.5436
   1429.71387       0.3314       0.5302    1429.71387       0.3314       0.5301
   1429.69861       0.4146       0.4930    1429.69861       0.4146       0.4929
   1429.68335       0.3220       0.4512    1429.68335       0.3220       0.4511
   1429.66809       0.2862       0.5312    1429.66809       0.2862       0.5312
   1429.65283       0.3124       0.4674    1429.65283       0.3124       0.4673
   1429.63757       0.3473       0.4950    1429.63757       0.3473       0.4949
   1429.62231       0.3708       0.4838    1429.62231       0.3708       0.4838
   1429.60706       0.3780       0.4730    1429.60706       0.3780       0.4729
   1429.59180       0.4099       0.5655    1429.59180       0.4099       0.5655
   1429.57654       0.3599       0.5101    1429.57654       0.3599       0.5100
   1429.56128       0.3036       0.5016    1429.56128       0.3036       0.5016
   1429.54602       0.3353       0.6151    1429.54602       0.3353       0.6151
   1429.53076       0.2848       0.4517    1429.53076       0.2848       0.4516
   1429.51550       0.3517       0.4767    1429.51550       0.3517       0.4766
   1429.50024       0.4117       0.5287    1429.50024       0.4117       0.5287
   1429.48499       0.3501       0.5359    1429.48499       0.3501       0.5358
   1429.46973       0.3472       0.4974    1429.46973       0.3472       0.4974
   1429.45447       0.3234       0.5653    1429.45447       0.3234       0.5653
   1429.43921       0.3123       0.5307    1429.43921       0.3123       0.5307
   1429.42395       0.4604       0.4758    1429.42395       0.4604       0.4758
   1429.40869       0.4248       0.5183    1429.40869       0.4248       0.5182
   1429.39343       0.3781       0.5791    1429.39343       0.3781       0.5790
   1429.37817       0.4492       0.3964    1429.37817       0.4492       0.3964
   1429.36292       0.4518       0.4574    1429.36292       0.4518       0.4573
   1429.34766       0.3291       0.4254    1429.34766       0.3291       0.4254
   1429.33240       0.3481       0.5939    1429.33240       0.3481       0.5939
   1429.31714       0.4166       0.6063    1429.31714       0.4166       0.6063
   1429.30188       0.4719       0.4533    1429.30188       0.4719       0.4532
   1429.28662       0.4368       0.4321    1429.28662       0.4368       0.4320
   1429.27136       0.3991       0.5676    1429.27136       0.3991       0.5675
   1429.25610       0.4819       0.4849    1429.25610       0.4819       0.4849
   1429.24084       0.4518       0.5314    1429.24084       0.4518       0.5314
   1429.22559       0.3374       0.4778    1429.22559       0.3374       0.4777
   1429.21033       0.3885       0.4876    1429.21033       0.3885       0.4875
   1429.19507       0.2882       0.5757    1429.19507       0.2882       0.5756
   1429.17981       0.2864       0.5809    1429.17981       0.2864       0.5809
   1429.16455       0.3792       0.5353    1429.16455       0.3792       0.5353
   1429.14929       0.4617       0.5003    1429.14929       0.4617       0.5002
   1429.13403       0.4877       0.4477    1429.13403       0.4877       0.4476
   1429.11877       0.4689       0.5891    1429.11877       0.4689       0.5891
   1429.10352       0.4003       0.5718    1429.10352       0.4003       0.5717
